-0.025450682	-0.03729589	-0.0039149746	-0.035974823	0.016852845	0.0412953	-0.041325964	0.03532317	-0.016938306	-0.006516706	-0.045145262	-0.04463142	0.015017163	-0.04479922	-0.0074169524	0.036754895	0.038795326	0.013165031	0.017736677	-0.019192958
0.015509974	0.045055535	-0.030186677	-0.020226061	0.019412998	-0.037316073	0.027125452	-0.025430346	-0.020272542	-0.011932217	-0.034732748	-0.041471444	0.037960295	-0.018842613	-0.023702646	-0.04224818	-0.04989369	0.00946511	-0.017454706	-0.042025805
-0.020260323	0.020852353	0.003929734	0.014961254	0.042661224	0.017287266	-0.0006560199	0.03242186	-0.018373847	-0.016304888	0.009893142	0.004645992	-0.045560528	0.027583826	0.023476329	-0.023929227	-0.0056257024	0.017786924	0.013244379	-0.01724099
0.019347938	0.004531659	-0.052189834	-0.013589274	0.031888384	-0.04504007	-0.038664546	0.04686397	0.029722359	0.026878295	-0.037507948	-0.012059029	0.03590374	-0.0015017015	0.034326173	-0.028629178	-0.0016601552	-0.04101403	0.05933456	-0.023640962
-0.03957603	-0.030724024	0.028825853	-0.03539467	-0.015592255	-0.0022679083	0.0048043355	0.0432372	-0.03750976	-0.0044071674	0.032258045	-0.048025884	-0.02658428	0.026224662	-0.04064522	-0.03101157	0.0051638857	0.004510522	0.012095295	0.0174057
0.025684666	0.029524658	0.03313401	-0.04673902	0.01300155	0.026024226	0.00054559857	-0.0402833	0.037723813	-0.021049011	-0.04685221	-0.019342935	0.045680035	-0.04621011	0.009202898	-0.03135796	-0.01607437	0.047266614	0.02830756	0.048123572
0.0034692883	0.023711745	0.039927077	0.0044474825	-0.041333735	-0.033525575	0.031637613	-0.017205644	-0.02585107	-0.03443564	-0.040510546	-0.04246321	-0.039000403	0.03183571	-0.026573265	-0.028924346	-0.036000777	-0.016682528	0.0433875	-0.011321615
-0.01475836	0.039877538	0.028631616	-0.009150803	-0.048722506	0.026863527	-0.04839146	0.025972571	0.025029752	-0.03815931	-0.030498398	0.03519051	0.025662806	0.006709922	-0.01958475	-0.043510795	0.04077414	-0.003613878	0.01858047	-0.01240598
-0.019543568	0.0050278855	-0.026958771	-0.028047426	0.021867359	-0.03160553	-0.023375032	-0.03293832	0.026897077	-0.0095769195	-0.046707574	0.033850227	-0.010401738	-0.059075702	-0.024862234	-0.013895272	-0.023011614	0.015798854	-0.007408845	0.018330768
-0.02577727	-0.041416	0.0384585	-0.026911248	0.029913891	-0.02256198	-0.020288004	-0.044909563	-0.044809174	-0.011594318	-0.037771545	-0.028380657	-0.04804478	-0.04191784	0.026289452	0.035323147	-0.017910026	0.03373036	-0.014542352	0.02514882
-0.024380585	-0.055928264	0.03230456	0.0040426385	0.019389706	-0.020763528	0.021359416	-0.018476492	-0.018372674	0.030355578	-0.008870903	-0.025678722	-0.022406233	-0.0123439925	0.009256437	-0.03723626	-0.032105967	0.034899052	0.018165672	0.025382409
0.0036694119	-0.0037478702	-0.017955288	-0.038539313	-0.0617133	-0.018641952	-0.051273502	-0.0374996	-0.06401341	0.057264913	0.021408923	0.028860565	-0.04412121	0.033015866	0.05167732	-0.024441183	-0.028514292	-0.041345846	0.06293072	-0.008200761
0.0489626	-0.02327705	0.03728789	0.020559706	-0.041666146	0.031908788	0.04573215	0.014923463	0.011471303	-0.014060224	-0.033711467	-0.040654253	0.031148475	0.029695952	-0.014894297	0.035244618	0.038388543	0.040162764	0.03933307	-0.044641208
0.030221779	0.024869436	0.02170823	0.03445181	-0.012688812	-0.0009374093	-0.06299538	0.03778317	-0.023779184	-0.00084592914	0.01252917	0.0005592672	-0.023688432	0.017424054	-0.022991505	0.013420001	-0.032966305	0.024492545	-0.019187063	0.019139912
-0.042478155	0.020499889	-0.016931295	-0.034654487	-0.029757941	0.03337845	0.032309894	-0.026249958	0.04136702	0.019527923	-0.013192903	-0.042178057	0.045623515	0.046442676	-0.00758221	0.045776073	-0.0011930093	0.029539537	0.047153343	-0.027949287
-0.0032935434	-0.018994533	-0.021320388	-0.022858553	-0.003901977	0.002481414	-0.007014108	0.020574665	0.027846916	0.059226386	-0.00026789436	0.033751495	-0.019669618	0.01803778	0.0371391	-9.90805e-05	0.03653124	-0.045289204	0.04858013	-0.030034686
0.016152317	0.014475625	0.005512141	-0.032100853	-0.048289783	-0.06072409	-0.018470023	0.017448781	-0.0257823	-0.025384419	-0.05030221	0.039812736	-0.03690836	-0.00736836	0.007565531	-0.037747793	-0.027253829	-0.0492213	0.018593334	0.048185904
-0.041790236	-0.018354416	-0.0126712695	-0.028349876	-0.023872746	-0.01597675	-0.011955988	0.029780533	-0.01696191	0.010062732	0.04751159	-0.02399205	-0.012595214	-0.008837484	-0.04964875	-0.019077098	0.012852613	-0.004956115	0.030528497	-0.044757582
-0.045930207	0.018794667	0.002882935	0.042613517	0.006633628	0.015606534	0.037657883	0.0026563294	0.017358351	-0.007966422	0.01026392	-0.026637197	0.013675537	0.03397501	-0.016279388	-0.008104254	-0.010935746	-0.008116402	0.026205372	0.021326337
-0.0013427846	-0.045888126	0.0038196072	-0.038818873	0.037454296	0.043127384	-0.0138885155	-0.01236365	-0.03690498	0.04890125	-0.005428992	0.04984274	0.00042225048	0.023167517	0.00053786114	-0.045069672	-0.048008073	0.007957436	-0.02605362	0.029599633
0.03269973	-0.057593755	-0.030349128	-0.028225379	-0.008065572	-0.0063647344	0.026018644	0.027465317	-0.03409616	-0.03552878	-0.021514233	0.04084598	0.004389546	0.039036747	0.046761706	-0.026980588	0.028276501	-0.00463585	-0.027003512	-0.032007426
-0.011794407	-0.016871529	-0.012908626	0.022986325	0.046626326	0.021371104	0.00018589606	0.0019369688	-0.045662146	-0.027716666	-0.02436844	0.038310096	-0.012362491	0.011865407	-0.011205522	-0.04005233	-0.02489071	-0.04516271	-0.026506443	0.023505777
-0.04956596	0.009430192	-0.027035415	0.032493982	0.04373001	-0.03697548	-0.03956964	0.039324608	0.016278256	0.020690683	-0.016861953	0.0015748739	-0.01397381	0.00069298595	-0.044957925	-0.040374197	-0.006059885	-0.033041872	-0.035764895	0.0346199
0.004298021	-0.039664395	0.05263601	0.027924715	0.024559684	0.031820364	0.019448964	-0.0168048	0.016083736	0.02310592	-0.032270063	0.026005592	-0.0046529006	0.020974053	-0.010535438	-0.038175385	-0.0002539712	0.031062646	-0.012635362	-0.02220175
-0.043177653	4.6350062e-05	0.04040618	-0.0132723935	-0.03715861	0.030934047	0.027807679	0.03230865	0.046363745	-0.01168555	-0.022004653	-0.04095932	0.01582804	-0.016963076	-0.016738594	0.0047398433	0.028575111	0.032005493	-0.0027544387	0.021578442
